Organism	Element ID	Element Description	Promoter	Transgenesis	Stage	Expression	Tissues	Genome Assembly	Element Coordinates
Mouse	mm1370.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Midbrain	mm10	chr3:76465722-76469421
Mouse	mm1371.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Neural tube	mm10	chr9:13697970-13700760
Mouse	mm1372.0	reference	Hsp68	random	e11.5	positive	Forebrain	mm10	chr1:75288287-75291172
Mouse	mm1375.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Neural tube	mm10	chr2:168693119-168695892
Mouse	mm1376.0	reference	Hsp68	random	e11.5	positive	Eye, Forebrain, Hindbrain, Midbrain, Neural tube	mm10	chr13:12502078-12504879
Mouse	mm1377.0	reference	Hsp68	random	e11.5	positive	Somite	mm10	chr2:156813201-156816143
Mouse	mm1378.0	reference	Hsp68	random	e11.5	negative		mm10	chr9:21556730-21559920
Mouse	mm1379.0	reference	Hsp68	random	e11.5	positive	Eye, Heart, Limb	mm10	chr7:34265155-34269793
Mouse	mm1380.0	reference	Hsp68	random	e11.5	negative		mm10	chr2:45053671-45058470
Mouse	mm1381.0	reference	Hsp68	random	e11.5	negative		mm10	chr19:10659775-10663888
Mouse	mm1382.0	reference	Hsp68	random	e11.5	negative		mm10	chr10:69642709-69646964
Mouse	mm1383.0	reference	Hsp68	random	e11.5	negative		mm10	chr6:50336190-50338926
Mouse	mm1384.0	reference	Hsp68	random	e11.5	negative		mm10	chr11:103049822-103053302
Mouse	mm1385.0	reference	Hsp68	random	e11.5	positive	Heart	mm10	chr8:89992683-89995450
Mouse	mm1386.0	reference	Hsp68	random	e11.5	negative		mm10	chr6:114802640-114805326
Mouse	mm1387.0	reference	Hsp68	random	e11.5	positive	Forebrain	mm10	chr4:132032113-132036152
Mouse	mm1388.0	reference	Hsp68	random	e11.5	positive	Branchial arch, Eye, Forebrain, Hindbrain, Heart, Midbrain, Nose	mm10	chr3:51907571-51910645
Mouse	mm1389.0	reference	Hsp68	random	e11.5	negative		mm10	chr17:4038923-4041381
Mouse	mm1390.0	reference	Hsp68	random	e11.5	negative		mm10	chr18:69546507-69549364
Mouse	mm1391.0	reference	Hsp68	random	e11.5	positive	Forebrain, Heart, Nose	mm10	chr2:132426454-132429102
Mouse	mm1392.0	reference	Hsp68	random	e11.5	negative		mm10	chr3:98092572-98095417
Mouse	mm1393.0	reference	Hsp68	random	e11.5	positive	Blood vessels	mm10	chr12:79795794-79798372
Mouse	mm1394.0	reference	Hsp68	random	e11.5	positive	Facial mesenchyme, Hindbrain, Neural tube	mm10	chr8:116163758-116166268
Mouse	mm1395.0	reference	Hsp68	random	e11.5	positive	Forebrain, Neural tube	mm10	chrX:22897289-22900007
Mouse	mm1396.0	reference	Hsp68	random	e11.5	negative		mm10	chr7:6850507-6853396
Mouse	mm1397.0	reference	Hsp68	random	e11.5	positive	Forebrain	mm10	chr7:76437642-76440363
Mouse	mm1398.0	reference	Hsp68	random	e11.5	negative		mm10	chr5:99272413-99275239
Mouse	mm1399.0	reference	Hsp68	random	e11.5	negative		mm10	chrX:101985615-101988142
Mouse	mm1400.0	reference	Hsp68	random	e11.5	positive	Tail, Trigeminal V (ganglion, cranial)	mm10	chr15:30511450-30513962
Mouse	mm1401.0	reference	Hsp68	random	e11.5	positive	Forebrain, Midbrain	mm10	chr7:135137921-135140618
Mouse	mm1402.0	reference	Hsp68	random	e11.5	positive	Heart	mm10	chr2:170836029-170839441
Mouse	mm1403.0	reference	Hsp68	random	e11.5	positive	Forebrain, Facial mesenchyme, Hindbrain, Midbrain, Neural tube	mm10	chr13:39876693-39879433
Mouse	mm1405.0	reference	Hsp68	random	e11.5	negative		mm10	chr7:134677970-134680502
Mouse	mm1406.0	reference	Hsp68	random	e11.5	positive	Midbrain	mm10	chr9:120601909-120604533
Mouse	mm1407.0	reference	Hsp68	random	e11.5	positive	Heart, Somite	mm10	chr7:109706812-109711678
Mouse	mm1408.0	reference	Hsp68	random	e11.5	positive	Facial mesenchyme	mm10	chr13:15051771-15054203
Mouse	mm1409.0	reference	Hsp68	random	e11.5	negative		mm10	chr13:15211568-15214241
Mouse	mm1410.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain	mm10	chr13:15394345-15396348
Mouse	mm1411.0	reference	Hsp68	random	e11.5	negative		mm10	chr13:15426016-15427617
Mouse	mm1412.0	reference	Hsp68	random	e11.5	negative		mm10	chr13:15669941-15671197
Mouse	mm1414.0	reference	Hsp68	random	e11.5	negative		mm10	chr13:71733534-71735706
Mouse	mm1415.0	reference	Hsp68	random	e11.5	positive	Limb	mm10	chr3:89290190-89293211
Mouse	mm1416.0	reference	Hsp68	random	e11.5	positive	Forebrain, Midbrain, Nose	mm10	chr1:12509176-12511893
Mouse	mm1417.0	reference	Hsp68	random	e11.5	positive	Limb, Tail	mm10	chr15:102958891-102961092
Mouse	mm1418.0	reference	Hsp68	random	e11.5	negative		mm10	chr15:37134363-37136775
Mouse	mm1419.0	reference	Hsp68	random	e11.5	positive	Dorsal root ganglion, Midbrain, Neural tube	mm10	chr15:37233265-37234689
Mouse	mm1420.0	reference	Hsp68	random	e11.5	negative		mm10	chr15:37719225-37721983
Mouse	mm1421.0	reference	Hsp68	random	e12.5	positive	Midbrain	mm10	chr2:38111182-38112669
Mouse	mm1422.0	reference	Hsp68	random	e12.5	positive	Eye, Forebrain, Midbrain, Nose	mm10	chr2:37841265-37843738
Mouse	mm1423.0	reference	Hsp68	random	e12.5	positive	Heart, Midbrain	mm10	chr2:105685942-105689101
Mouse	mm1424.0	reference	Hsp68	random	e11.5	negative		mm10	chr1:12498904-12502083
Mouse	mm1425.0	reference	Hsp68	random	e11.5	negative		mm10	chr10:97046110-97049224
Mouse	mm1426.0	reference	Hsp68	random	e11.5	positive	Limb	mm10	chr10:21620701-21623524
Mouse	mm1427.0	reference	Hsp68	random	e12.5	positive	Forebrain, Midbrain	mm10	chr2:36011357-36011956
Mouse	mm1428.0	reference	Hsp68	random	e12.5	positive	Forebrain	mm10	chr2:36203132-36203821
Mouse	mm1429.0	reference	Hsp68	random	e12.5	positive	Forebrain, Midbrain	mm10	chr12:86071353-86071909
Mouse	mm1430.0	reference	Hsp68	random	e11.5	negative		mm10	chr5:139406493-139410944
Mouse	mm1431.0	reference	Hsp68	random	e11.5	negative		mm10	chr12:112793503-112798697
Mouse	mm1432.0	reference	Hsp68	random	e11.5	negative		mm10	chr18:76109275-76113141
Mouse	mm1433.0	reference	Hsp68	random	e11.5	negative		mm10	chr10:24632835-24636759
Mouse	mm1434.0	reference	Hsp68	random	e11.5	negative		mm10	chr13:6631980-6636494
Mouse	mm1435.0	reference	Hsp68	random	e11.5	positive	Dorsal root ganglion, Heart, Limb, Midbrain	mm10	chr3:90584033-90588912
Mouse	mm1436.0	reference	Hsp68	random	e12.5	positive	Eye, Midbrain	mm10	chr2:37818138-37819435
Mouse	mm1437.0	reference	Hsp68	random	e12.5	negative		mm10	chr2:106083394-106084609
Mouse	mm1438.0	reference	Hsp68	random	e11.5	negative		mm10	chr4:53216900-53220568
Mouse	mm1439.0	reference	Hsp68	random	e14.5	negative		mm10	chr1:75038728-75042660
Mouse	mm1440.0	reference	Hsp68	random	e11.5	negative		mm10	chr13:15559106-15560844
Mouse	mm1441.0	reference	Hsp68	random	e11.5	negative		mm10	chr13:15340038-15342570
Mouse	mm1442.0	reference	Hsp68	random	e11.5	positive	Limb	mm10	chr13:15549194-15550843
Mouse	mm1443.0	reference	Hsp68	random	e11.5	positive	Branchial arch	mm10	chr13:15575906-15578740
Mouse	mm1444.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Midbrain	mm10	chr12:86822930-86827112
Mouse	mm1445.0	reference	Hsp68	random	e11.5	positive	Cranial nerve, Dorsal root ganglion, Forebrain, Hindbrain, Midbrain, Neural tube, Other, Trigeminal V (ganglion, cranial)	mm10	chr1:134060554-134066172
Mouse	mm1446.0	reference	Hsp68	random	e11.5	positive	Eye, Forebrain, Hindbrain, Midbrain, Neural tube	mm10	chr14:25107155-25110736
Mouse	mm1447.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Midbrain	mm10	chr2:21008806-21012242
Mouse	mm1448.0	reference	Hsp68	random	e11.5	negative		mm10	chr7:111121648-111123424
Mouse	mm1449.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube	mm10	chr15:98967479-98972541
Mouse	mm1450.0	reference	Hsp68	random	e11.5	negative		mm10	chr19:45057481-45059842
Mouse	mm1451.0	reference	Hsp68	random	e11.5	positive	Cranial nerve, Forebrain, Hindbrain, Midbrain, Neural tube	mm10	chr5:112236129-112240520
Mouse	mm1452.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Midbrain, Neural tube	mm10	chr3:51787852-51791869
Mouse	mm1453.0	reference	Hsp68	random	e11.5	negative		mm10	chr5:125140066-125142757
Mouse	mm1454.0	reference	Hsp68	random	e11.5	positive	Eye, Forebrain, Hindbrain, Midbrain, Neural tube	mm10	chr2:25124845-25128090
Mouse	mm1456.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube	mm10	chr12:109946504-109950294
Mouse	mm1457.0	reference	Hsp68	random	e11.5	positive	Cranial nerve, Dorsal root ganglion, Forebrain, Limb	mm10	chr18:38378941-38381638
Mouse	mm1458.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube	mm10	chr8:93916782-93919741
Mouse	mm1459.0	reference	Hsp68	random	e11.5	negative		mm10	chr3:65973873-65976364
Mouse	mm1460.0	reference	Hsp68	random	e11.5	positive	Eye, Forebrain, Hindbrain, Midbrain, Neural tube	mm10	chr1:133185980-133189493
Mouse	mm1461.0	reference	Hsp68	random	e11.5	positive	Forebrain, Facial mesenchyme, Hindbrain, Midbrain, Nose, Neural tube	mm10	chr2:154425426-154428462
Mouse	mm1462.0	reference	Hsp68	random	e11.5	positive	Dorsal root ganglion, Forebrain, Hindbrain, Limb, Midbrain, Neural tube, Trigeminal V (ganglion, cranial)	mm10	chr11:113783367-113787793
Mouse	mm1463.0	reference	Hsp68	random	e11.5	positive	Forebrain	mm10	chr5:21731579-21734432
Mouse	mm1464.0	reference	Hsp68	random	e11.5	positive	Limb	mm10	chr8:126825533-126828569
Mouse	mm1465.0	reference	Hsp68	random	e11.5	positive	Limb	mm10	chr11:18712145-18713157
Mouse	mm1466.0	reference	Hsp68	random	e11.5	negative		mm10	chr11:18714900-18715612
Mouse	mm1466.0	reference	Hsp68	random	e14.5	positive	Eye	mm10	chr11:18714900-18715612
Mouse	mm1469.0	reference	Hsp68	random	e11.5	positive	Branchial arch, Forebrain, Hindbrain, Heart, Midbrain, Neural tube	mm10	chr12:80059965-80065110
Mouse	mm1470.0	reference	Hsp68	random	e11.5	positive	Dorsal root ganglion, Hindbrain, Neural tube, Trigeminal V (ganglion, cranial)	mm10	chr6:90780495-90784241
Mouse	mm1471.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube	mm10	chr16:35584523-35589773
Mouse	mm1472.0	reference	Hsp68	random	e11.5	negative		mm10	chr11:20654380-20657594
Mouse	mm1473.0	reference	Hsp68	random	e11.5	positive	Eye, Limb	mm10	chr9:72639094-72641466
Mouse	mm1474.0	reference	Hsp68	random	e11.5	positive	Branchial arch, Limb	mm10	chr6:72710179-72712952
Mouse	mm1475.0	reference	Hsp68	random	e11.5	positive	Facial mesenchyme, Limb	mm10	chr9:106354104-106358319
Mouse	mm1476.0	reference	Hsp68	random	e11.5	positive	Branchial arch, Dorsal root ganglion, Facial mesenchyme, Limb	mm10	chr2:128712175-128715819
Mouse	mm1477.0	reference	Hsp68	random	e11.5	negative		mm10	chr13:51312386-51316734
Mouse	mm1478.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube	mm10	chr15:91016522-91020048
Mouse	mm1479.0	reference	Hsp68	random	e11.5	negative		mm10	chr17:29354850-29357878
Mouse	mm1480.0	reference	Hsp68	random	e11.5	positive	Forebrain, Midbrain	mm10	chr6:112808528-112813000
Mouse	mm1481.0	reference	Hsp68	random	e11.5	positive	Dorsal root ganglion, Other	mm10	chr11:120314873-120317426
Mouse	mm1482.0	reference	Hsp68	random	e11.5	negative		mm10	chr17:37028041-37029979
Mouse	mm1483.0	reference	Hsp68	random	e11.5	positive	Cranial nerve, Dorsal root ganglion, Forebrain, Hindbrain, Limb, Midbrain, Trigeminal V (ganglion, cranial)	mm10	chr8:90860971-90863490
Mouse	mm1484.0	reference	Hsp68	random	e11.5	positive	Eye, Facial mesenchyme, Heart, Limb	mm10	chr7:123096694-123099867
Mouse	mm1485.0	reference	Hsp68	random	e11.5	positive	Limb	mm10	chr14:24261692-24264509
Mouse	mm1486.0	reference	Hsp68	random	e11.5	positive	Limb	mm10	chr9:41227902-41230545
Mouse	mm1487.0	reference	Hsp68	random	e11.5	negative		mm10	chr10:59919229-59922102
Mouse	mm1488.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Midbrain, Neural tube	mm10	chr17:10333563-10337174
Mouse	mm1489.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Midbrain, Neural tube	mm10	chr7:140056813-140059080
Mouse	mm1490.0	reference	Hsp68	random	e11.5	positive	Branchial arch, Facial mesenchyme, Genital tubercle, Hindbrain, Limb, Midbrain, Nose, Neural tube, Somite	mm10	chr4:108361018-108364528
Mouse	mm1491.0	reference	Hsp68	random	e11.5	negative		mm10	chr9:41934743-41936889
Mouse	mm1492.0	reference	Hsp68	random	e11.5	positive	Facial mesenchyme, Limb	mm10	chr4:154707415-154711162
Mouse	mm1493.0	reference	Hsp68	random	e11.5	positive	Eye, Limb	mm10	chr9:41949140-41954525
Mouse	mm1494.0	reference	Hsp68	random	e11.5	positive	Midbrain, Nose	mm10	chr4:136754322-136758801
Mouse	mm1495.0	reference	Hsp68	random	e11.5	negative		mm10	chr14:65342605-65345502
Mouse	mm1496.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain	mm10	chr11:94158655-94162177
Mouse	mm1497.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Heart, Limb, Midbrain, Neural tube	mm10	chr7:145204877-145207696
Mouse	mm1498.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Midbrain	mm10	chr14:19984462-19988065
Mouse	mm1499.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube	mm10	chr17:66478396-66482145
Mouse	mm1500.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube	mm10	chr14:66492741-66497119
Mouse	mm1501.0	reference	Hsp68	random	e11.5	negative		mm10	chr13:84344551-84350110
Mouse	mm1502.0	reference	Hsp68	random	e11.5	positive	Midbrain	mm10	chr14:76253890-76257212
Mouse	mm1503.0	reference	Hsp68	random	e11.5	positive	Cranial nerve, Dorsal root ganglion, Hindbrain, Limb, Midbrain, Trigeminal V (ganglion, cranial)	mm10	chr14:40955282-40959325
Mouse	mm1504.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube	mm10	chr16:44528746-44534514
Mouse	mm1505.0	reference	Hsp68	random	e11.5	positive	Branchial arch, Facial mesenchyme, Limb, Somite	mm10	chr3:101394801-101399299
Mouse	mm1506.0	reference	Hsp68	random	e11.5	positive	Blood vessels, Limb	mm10	chr4:139597441-139601336
Mouse	mm1507.0	reference	Hsp68	random	e11.5	negative		mm10	chr8:11584424-11587803
Mouse	mm1508.0	reference	Hsp68	random	e11.5	negative		mm10	chr10:91179718-91183751
Mouse	mm1509.0	reference	Hsp68	random	e11.5	positive	Forebrain, Midbrain	mm10	chr9:63058010-63060489
Mouse	mm1510.0	reference	Hsp68	random	e11.5	negative		mm10	chr16:33593467-33596065
Mouse	mm1511.0	reference	Hsp68	random	e11.5	negative		mm10	chr2:70559085-70560255
Mouse	mm1512.0	reference	Hsp68	random	e11.5	negative		mm10	chr12:16854925-16857237
Mouse	mm1513.0	reference	Hsp68	random	e11.5	negative		mm10	chr6:95173859-95175593
Mouse	mm1514.0	reference	Hsp68	random	e11.5	positive	Limb	mm10	chr7:82713868-82717092
Mouse	mm1515.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Neural tube	mm10	chr2:166215189-166217391
Mouse	mm1516.0	reference	Hsp68	random	e11.5	positive	Facial mesenchyme, Midbrain	mm10	chr6:89241345-89243919
Mouse	mm1517.0	reference	Hsp68	random	e11.5	negative		mm10	chr1:182981864-182984314
Mouse	mm1518.0	reference	Hsp68	random	e11.5	positive	Limb	mm10	chr9:63958315-63961551
Mouse	mm1519.0	reference	Hsp68	random	e11.5	negative		mm10	chr7:46452307-46455505
Mouse	mm1520.0	reference	Hsp68	random	e11.5	negative		mm10	chr8:124313443-124316007
Mouse	mm1521.0	reference	Hsp68	random	e11.5	negative		mm10	chr12:111161954-111163777
Mouse	mm1522.0	reference	Hsp68	random	e11.5	positive	Midbrain	mm10	chr5:114298723-114301210
Mouse	mm1523.0	reference	Hsp68	random	e11.5	negative		mm10	chr14:100374296-100376562
Mouse	mm1524.0	reference	Hsp68	random	e11.5	positive	Midbrain	mm10	chr6:52365164-52368224
Mouse	mm1525.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain	mm10	chr17:28105717-28108643
Mouse	mm1526.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Midbrain, Neural tube	mm10	chr11:113307639-113310548
Mouse	mm1527.0	reference	Hsp68	random	e12.5	positive	Branchial arch, Limb, Trigeminal V (ganglion, cranial)	mm10	chr4:106864588-106867291
Mouse	mm1528.0	reference	Hsp68	random	e12.5	negative		mm10	chr11:55022514-55024354
Mouse	mm1529.0	reference	Hsp68	random	e12.5	positive	Forebrain	mm10	chr3:34411658-34412604
Mouse	mm1530.0	reference	Hsp68	random	e12.5	positive	Ear	mm10	chr11:62965778-62968280
Mouse	mm1531.0	reference	Hsp68	random	e12.5	positive	Forebrain, Hindbrain	mm10	chr6:127250137-127252417
Mouse	mm1532.0	reference	Hsp68	random	e11.5	positive	Cranial nerve, Hindbrain	mm10	chr4:148859471-148860956
Mouse	mm1533.0	reference	Hsp68	random	e11.5	positive	Forebrain, Other	mm10	chr5:125214963-125216753
Mouse	mm1534.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Limb, Neural tube	mm10	chr7:93060869-93063626
Mouse	mm1535.0	reference	Hsp68	random	e11.5	negative		mm10	chr18:54610385-54613247
Mouse	mm1536.0	reference	Hsp68	random	e11.5	negative		mm10	chr12:86798248-86799852
Mouse	mm1537.0	reference	Hsp68	random	e11.5	positive	Neural tube	mm10	chr3:104540534-104542671
Mouse	mm1538.0	reference	Hsp68	random	e11.5	positive	Midbrain	mm10	chr17:62851927-62854939
Mouse	mm1539.0	reference	Hsp68	random	e11.5	negative		mm10	chr7:70329472-70332465
Mouse	mm1540.0	reference	Hsp68	random	e11.5	positive	Hindbrain	mm10	chr8:108243823-108246831
Mouse	mm1541.0	reference	Hsp68	random	e11.5	positive	Forebrain, Neural tube	mm10	chr3:5386841-5389926
Mouse	mm1542.0	reference	Hsp68	random	e11.5	positive	Cranial nerve, Forebrain, Hindbrain, Midbrain, Neural tube	mm10	chr14:63585329-63587537
Mouse	mm1543.0	reference	Hsp68	random	e11.5	negative		mm10	chr15:77335353-77337280
Mouse	mm1544.0	reference	Hsp68	random	e11.5	negative		mm10	chr16:94723154-94725386
Mouse	mm1545.0	reference	Hsp68	random	e11.5	negative		mm10	chr18:54759740-54761758
Mouse	mm1546.0	reference	Hsp68	random	e11.5	positive	Cranial nerve, Dorsal root ganglion, Hindbrain, Midbrain, Neural tube, Trigeminal V (ganglion, cranial)	mm10	chr1:9648223-9650965
Mouse	mm1547.0	reference	Hsp68	random	e11.5	negative		mm10	chr9:50451431-50453445
Mouse	mm1548.0	reference	Hsp68	random	e11.5	positive	Forebrain, Other	mm10	chr6:145855046-145857046
Mouse	mm1549.0	reference	Hsp68	random	e11.5	positive	Forebrain, Neural tube	mm10	chr3:127705248-127707248
Mouse	mm1550.0	reference	Hsp68	random	e11.5	negative		mm10	chr5:140767048-140769052
Mouse	mm1551.0	reference	Hsp68	random	e11.5	negative		mm10	chr6:144165683-144167703
Mouse	mm1552.0	reference	Hsp68	random	e11.5	positive	Dorsal root ganglion, Forebrain, Hindbrain, Midbrain	mm10	chr19:41715402-41718238
Mouse	mm1553.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube	mm10	chr9:86186309-86188376
Mouse	mm1554.0	reference	Hsp68	random	e11.5	negative		mm10	chr9:121359503-121361504
Mouse	mm1555.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Midbrain	mm10	chr11:26772020-26774013
Mouse	mm1556.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain	mm10	chr13:76809879-76811879
Mouse	mm1557.0	reference	Hsp68	random	e11.5	positive	Forebrain, Midbrain, Neural tube	mm10	chr6:65309702-65311689
Mouse	mm1558.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Limb, Midbrain, Neural tube	mm10	chr7:117685707-117687616
Mouse	mm1559.0	reference	Hsp68	random	e11.5	negative		mm10	chr6:5801484-5804011
Mouse	mm1560.0	reference	Hsp68	random	e11.5	negative		mm10	chr4:154593394-154596395
Mouse	mm1561.0	reference	Hsp68	random	e11.5	positive	Eye, Forebrain, Limb	mm10	chr2:163188663-163191536
Mouse	mm1562.0	reference	Hsp68	random	e11.5	positive	Tail	mm10	chr19:21164417-21167450
Mouse	mm1563.0	reference	Hsp68	random	e11.5	negative		mm10	chr9:32823262-32824682
Mouse	mm1564.0	reference	Hsp68	random	e11.5	positive	Branchial arch, Limb	mm10	chr2:60785660-60787563
Mouse	mm1565.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube	mm10	chr13:51919913-51922132
Mouse	mm1566.0	reference	Hsp68	random	e11.5	positive	Nose	mm10	chr4:148984734-148987251
Mouse	mm1567.0	reference	Hsp68	random	e11.5	positive	Limb, Tail	mm10	chr8:87659116-87661534
Mouse	mm1568.0	reference	Hsp68	random	e11.5	negative		mm10	chr11:104288616-104290675
Mouse	mm1569.0	reference	Hsp68	random	e11.5	positive	Other	mm10	chr5:65414975-65416572
Mouse	mm1570.0	reference	Hsp68	random	e11.5	positive	Limb	mm10	chr14:49121140-49122633
Mouse	mm1571.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Limb, Neural tube	mm10	chr15:95638744-95641449
Mouse	mm1572.0	reference	Hsp68	random	e11.5	negative		mm10	chr3:81782584-81784020
Mouse	mm1573.0	reference	Hsp68	random	e11.5	negative		mm10	chr10:38972079-38974105
Mouse	mm1574.0	reference	Hsp68	random	e11.5	positive	Limb	mm10	chr7:136389300-136391216
Mouse	mm1575.0	reference	Hsp68	random	e11.5	positive	Somite, Tail	mm10	chr1:59333923-59335433
Mouse	mm1576.0	reference	Hsp68	random	e11.5	positive	Limb	mm10	chr5:16778223-16779671
Mouse	mm1577.0	reference	Hsp68	random	e11.5	positive	Branchial arch, Hindbrain	mm10	chr3:5348379-5351461
Mouse	mm1578.0	reference	Hsp68	random	e11.5	negative		mm10	chr16:72690693-72694735
Mouse	mm1579.0	reference	Hsp68	random	e11.5	negative		mm10	chr18:15173064-15176000
Mouse	mm1580.0	reference	Hsp68	random	e11.5	negative		mm10	chr13:113913477-113916032
Mouse	mm1581.0	reference	Hsp68	random	e11.5	positive	Hindbrain	mm10	chr18:55784854-55787217
Mouse	mm1582.0	reference	Hsp68	random	e11.5	negative		mm10	chr9:107644011-107645376
Mouse	mm1583.0	reference	Hsp68	random	e11.5	positive	Midbrain	mm10	chr11:85857229-85860254
Mouse	mm1584.0	reference	Hsp68	random	e11.5	positive	Branchial arch, Eye, Limb, Neural tube, Other	mm10	chr15:74155467-74158454
Mouse	mm1585.0	reference	Hsp68	random	e11.5	negative		mm10	chr6:83434774-83436371
Mouse	mm1586.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Trigeminal V (ganglion, cranial)	mm10	chr7:48749001-48750980
Mouse	mm1587.0	reference	Hsp68	random	e11.5	negative		mm10	chr15:84259559-84261268
Mouse	mm1588.0	reference	Hsp68	random	e11.5	negative		mm10	chr11:60365089-60367681
Mouse	mm1589.0	reference	Hsp68	random	e11.5	negative		mm10	chr12:107951151-107953994
Mouse	mm1590.0	reference	Hsp68	random	e11.5	negative		mm10	chr7:135888196-135890453
Mouse	mm1591.0	reference	Hsp68	random	e11.5	negative		mm10	chr8:108018634-108020810
Mouse	mm1592.0	reference	Hsp68	random	e11.5	negative		mm10	chr12:108913631-108917155
Mouse	mm1593.0	reference	Hsp68	random	e11.5	negative		mm10	chr11:118083180-118085181
Mouse	mm1594.0	reference	Hsp68	random	e11.5	negative		mm10	chr6:85022961-85025939
Mouse	mm1595.0	reference	Hsp68	random	e11.5	negative		mm10	chr12:73510499-73513049
Mouse	mm1596.0	reference	Hsp68	random	e11.5	negative		mm10	chr7:112867931-112870363
Mouse	mm1597.0	reference	Hsp68	random	e11.5	positive	Branchial arch, Facial mesenchyme, Limb, Midbrain, Somite	mm10	chr6:89613039-89615855
Mouse	mm1598.0	reference	Hsp68	random	e11.5	positive	Forebrain, Hindbrain, Limb, Midbrain, Nose, Other, Somite	mm10	chr8:26832486-26834858
Mouse	mm1599.0	reference	Hsp68	random	e11.5	positive	Eye, Forebrain, Hindbrain, Limb	mm10	chr3:37934422-37937092
Mouse	mm1600.0	reference	Hsp68	random	e11.5	positive	Tail	mm10	chr14:21673440-21675700
Mouse	mm1601.0	reference	Hsp68	random	e11.5	positive	Facial mesenchyme	mm10	chr1:61202202-61204582
Mouse	mm1602.0	reference	Hsp68	random	e11.5	negative		mm10	chr7:132203278-132205205
Mouse	mm1603.0	reference	Hsp68	random	e11.5	positive	Limb	mm10	chr2:93277888-93280895
Mouse	mm1604.0	reference	Hsp68	random	e11.5	positive	Hindbrain, Other	mm10	chr12:105972686-105975121
Mouse	mm1605.0	reference	Hsp68	random	e12.5	positive	Facial mesenchyme, Hindbrain, Limb, Midbrain	mm10	chr13:34147928-34150988
Mouse	mm1606.0	reference	Hsp68	random	e12.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube	mm10	chr12:111691971-111695499
Mouse	mm1607.0	reference	Hsp68	random	e12.5	positive	Forebrain, Limb, Other	mm10	chr5:125392751-125395599
Mouse	mm1608.0	reference	Hsp68	random	e12.5	positive	Forebrain, Facial mesenchyme, Hindbrain, Midbrain, Neural tube	mm10	chr9:41734978-41737961
Mouse	mm1609.0	reference	Hsp68	random	e12.5	positive	Midbrain	mm10	chr12:27060074-27063099
Mouse	mm1610.0	reference	Hsp68	random	e12.5	positive	Forebrain, Hindbrain, Midbrain	mm10	chr19:21783786-21786142
Mouse	mm1611.0	reference	Hsp68	random	e12.5	positive	Hindbrain, Midbrain	mm10	chr12:79923762-79926852
Mouse	mm1612.0	reference	Hsp68	random	e12.5	positive	Eye, Midbrain	mm10	chr2:30646231-30648463
Mouse	mm1613.0	reference	Hsp68	random	e12.5	positive	Limb, Somite	mm10	chrX:13240831-13243993
Mouse	mm1614.0	reference	Hsp68	random	e12.5	positive	Forebrain, Limb, Midbrain	mm10	chr18:35847683-35850399
Mouse	mm1615.0	reference	Hsp68	random	e12.5	positive	Facial mesenchyme, Limb	mm10	chr8:84741861-84745040
Mouse	mm1616.0	reference	Hsp68	random	e12.5	positive	Limb, Other	mm10	chr3:87149552-87152003
Mouse	mm1617.0	reference	Hsp68	random	e12.5	positive	Limb, Somite	mm10	chr9:43252109-43255189
